book,chapter,verse,text
Wisdom of Solomon,1,24,"For they went very far astray in the ways of straying, And upheld for mighty ones, the beasts which even among their enemies were despised, Being deceived, as children of no understanding."
Wisdom of Solomon,1,25,"Therefore unto them, as children without the use of reason, You sent a judgment to mock them."
Wisdom of Solomon,1,26,"But those who would not repent by that correction, in which He scolded them, Shall feel a deserved judgment from Elohim."
Wisdom of Solomon,1,27,"See, for what matters they grumbled, when they were punished, That is, from those which they thought to be mighty ones; Being punished because of them, when they saw it, They acknowledged Him to be the true Elohim, whom before they refused to know: And therefore severe judgment came upon them."
Wisdom of Solomon,1,13,"Surely all men who are ignorant of Elohim, are worthless by nature, And could not know Him from the good which is seen; Neither by considering the works did they acknowledge the Craftsman; 2 But supposed either fire, or wind, or the swift air, Or the circle of the stars, or the raging water, Or the lights of the shamayim to be the mighty ones which govern the world. 3 If they, being delighted with their loveliness, took them to be mighty ones; Let them know how much better their Aḏon is; For the first Author of loveliness has created them. WISDOM OF SOLOMON 1091 4 But if they were astonished at their power and excellence, Let them understand by them, how much mightier He is that made them. 5 For the greatness and loveliness of the creation is seen in proportion to the maker of them. 6 But yet for this they are the less to be blamed: For perhaps they stray, seeking Elohim, And desire to find him. 7 For being accompanied with His works they search Him diligently, and believe their sight; Because that which is seen is lovely. 8 However neither are they to be pardoned. 9 For if they were able to know so much, that they could examine the world; How did they not sooner find out the Aḏon of such?"
Wisdom of Solomon,1,10,"But they are miserable, and their expectancy is in dead objects, Who call them mighty ones, which are the works of men’s hands, Gold and silver fashioned with skill and likeness of beasts, Or a stone good for naught - the work of an aged hand."
Wisdom of Solomon,1,11,"Now a carpenter that cuts timber, after he has hewed down a tree suited for the purpose, And taken off all the bark round about with skill, And has fashioned it elegantly, and made a vessel from it fit for the service of man’s life;"
Wisdom of Solomon,1,12,"And after using the remains of his work to prepare his food, has filled himself;"
Wisdom of Solomon,1,13,"And taking the very waste among that which served no use, Being a crooked piece of wood, and full of knots, Has carved it diligently, when he had none else to do, And formed it by the skill of his knowledge, And fashioned it into the image of a man;"
Wisdom of Solomon,1,14,"Or made it like some lowly beast, Laying it over with scarlet, and with paint colouring it ḤAḴMAH 1092 red, And covering every blemish with it;"
Wisdom of Solomon,1,15,"And when he has made a suitable space for it, Positioned it on a wall, and fastened it with iron –"
Wisdom of Solomon,1,16,"For he prepared for it that it might not fall, Knowing that it was unable to help itself; For it is an image, and has need of help –"
Wisdom of Solomon,1,17,"Then he makes a prayer for his possessions, for his wife and children, And is not ashamed to speak to that which has no life."
Wisdom of Solomon,1,18,For health he calls upon that which is weak; For life he prays to that which is dead; For help he humbly pleads that which has the least means to help; And for a good journey he asks of that which cannot put a foot forward;
Wisdom of Solomon,1,19,"And for gaining and getting, and for good success of his hands, Asks ability to do from that which is most unable to do any deed."
Wisdom of Solomon,1,14,"Again, one preparing himself to sail, And about to pass through the raging waves, Calls upon a piece of wood more rotten than the vessel that carries him. 2 For truly this was planned by desire for gain, And the workman built it by his skill. 3 But Your providence, O Father, guides it; For You have made a path in the sea, and a safe way in the waves; 4 Showing that You save from every danger: Even though a man went to sea without regard. 5 Nevertheless You do not want that the works of Your wisdom should be idle, And therefore men committing their lives to a small piece of wood, And passing the rough sea in a weak vessel are saved. WISDOM OF SOLOMON 1093 6 For also in ages past, when the proud giants perished, The expectancy of the world governed by Your hand escaped in a weak vessel, And left a seed of generation to all ages. 7 For baruḵ is the wood by which righteousness comes. 8 But an idol made with hands is cursed, as well as he who made it; He, because he made it; And it, because, being corruptible, it was called a mighty one. 9 For the wicked and his wickedness alike are both hateful to Elohim."
Wisdom of Solomon,1,10,For that which is made shall be punished together with he who made it.
Wisdom of Solomon,1,11,"Therefore there shall even be a reckoning upon the idols of the gentiles: For in the creation of Elohim they have become an abomination, And stumbling-blocks to the beings of men, And a snare to the feet of the unwise."
Wisdom of Solomon,1,12,"For the devising of idols was the beginning of spiritual whoring, And the creation of them the corruption of life."
Wisdom of Solomon,1,13,"For neither were they from the beginning, Nor shall they be forever."
Wisdom of Solomon,1,14,"For by the conceit of men they entered into the world, And therefore shall they come quickly to an end."
Wisdom of Solomon,1,15,"For a father afflicted with untimely mourning, When he has made an image of his child soon taken away, Now esteemed him as a mighty one, which was then a dead one, And delivered to those beneath him ceremonies and offerings."
Wisdom of Solomon,1,16,"Thus over time an evil custom grew strong being kept as a law, ḤAḴMAH 1094 And graven images were worshipped by the commands of sovereigns."
Wisdom of Solomon,1,17,"When men could not esteem in presence, because they dwelt far away, They took the likeness of his image from afar, And made an exact likeness of a sovereign whom they esteemed, So that through their ardour they might flatter he who was absent, as if he were present."
Wisdom of Solomon,1,18,The skill of the craftsman also helped to impel the ignorant to increased worship.
Wisdom of Solomon,1,19,"For he, perhaps willing to please one in authority, Forced all his skill to make the likeness in the best fashion."
Wisdom of Solomon,1,20,"And so the multitude, attracted by the appeal of the work, Accepted him now as a mighty one, Who a little before was only esteemed."
Wisdom of Solomon,1,21,"And this was an occasion to deceive the world: For men, serving either calamity or authority, Ascribed unto stones and stocks the Name not to be shared."
Wisdom of Solomon,1,22,"And this was not enough for them, that they strayed in the knowledge of Elohim; But while they lived in the great struggle of ignorance, Those great calamities they called peace."
